Frame,Penting
2,FALSE
3,FALSE
4,FALSE
5,FALSE
6,FALSE
7,FALSE
8,FALSE
9,FALSE
10,FALSE
11,FALSE
12,FALSE
13,FALSE
14,FALSE
15,FALSE
16,FALSE
17,FALSE
18,FALSE
19,FALSE
20,FALSE
21,FALSE
22,FALSE
23,FALSE
24,FALSE
25,FALSE
26,FALSE
27,FALSE
28,FALSE
29,FALSE
30,FALSE
31,FALSE
32,FALSE
33,FALSE
34,FALSE
35,FALSE
36,FALSE
37,FALSE
38,FALSE
39,FALSE
40,FALSE
41,FALSE
42,FALSE
43,FALSE
44,FALSE
45,FALSE
46,FALSE
47,FALSE
48,FALSE
49,FALSE
50,FALSE
51,FALSE
52,FALSE
53,FALSE
54,FALSE
55,FALSE
56,FALSE
57,FALSE
58,FALSE
59,FALSE
60,FALSE
61,FALSE
62,FALSE
63,FALSE
64,FALSE
65,FALSE
66,FALSE
67,FALSE
68,FALSE
69,FALSE
70,FALSE
71,FALSE
72,FALSE
73,FALSE
74,FALSE
75,FALSE
76,FALSE
77,FALSE
78,FALSE
79,FALSE
80,FALSE
81,FALSE
82,FALSE
83,FALSE
84,FALSE
85,FALSE
86,FALSE
87,FALSE
88,FALSE
89,FALSE
90,FALSE
91,FALSE
92,FALSE
93,FALSE
94,FALSE
95,FALSE
96,FALSE
97,FALSE
98,FALSE
99,FALSE
100,FALSE
101,FALSE
102,FALSE
103,FALSE
104,FALSE
105,FALSE
106,FALSE
107,FALSE
108,FALSE
109,FALSE
110,FALSE
111,FALSE
112,FALSE
113,FALSE
114,FALSE
115,FALSE
116,FALSE
117,FALSE
118,FALSE
119,FALSE
120,FALSE
121,FALSE
122,FALSE
123,FALSE
124,FALSE
125,FALSE
126,FALSE
127,FALSE
128,FALSE
129,FALSE
130,FALSE
131,FALSE
132,FALSE
133,FALSE
134,FALSE
135,FALSE
136,FALSE
137,FALSE
138,FALSE
139,FALSE
140,FALSE
141,FALSE
142,FALSE
143,FALSE
144,FALSE
145,FALSE
146,FALSE
147,FALSE
148,FALSE
149,FALSE
150,FALSE
151,FALSE
152,FALSE
153,FALSE
154,FALSE
155,FALSE
156,FALSE
157,FALSE
158,FALSE
159,FALSE
160,FALSE
161,FALSE
162,FALSE
163,FALSE
164,FALSE
165,FALSE
166,FALSE
167,FALSE
168,FALSE
169,FALSE
170,FALSE
171,FALSE
172,FALSE
173,FALSE
174,FALSE
175,FALSE
176,FALSE
177,FALSE
178,FALSE
179,FALSE
180,FALSE
181,FALSE
182,FALSE
183,FALSE
184,FALSE
185,FALSE
186,FALSE
187,FALSE
188,FALSE
189,FALSE
190,FALSE
191,FALSE
192,FALSE
193,FALSE
194,FALSE
195,FALSE
196,FALSE
197,FALSE
198,FALSE
199,FALSE
200,FALSE
201,FALSE
202,FALSE
203,FALSE
204,FALSE
205,FALSE
206,FALSE
207,FALSE
208,FALSE
209,FALSE
210,FALSE
211,FALSE
212,FALSE
213,FALSE
214,FALSE
215,FALSE
216,FALSE
217,FALSE
218,FALSE
219,FALSE
220,FALSE
221,FALSE
222,FALSE
223,FALSE
224,FALSE
225,FALSE
226,FALSE
227,FALSE
228,FALSE
229,FALSE
230,FALSE
231,FALSE
232,FALSE
233,FALSE
234,FALSE
235,FALSE
236,FALSE
237,FALSE
238,FALSE
239,FALSE
240,FALSE
241,FALSE
242,FALSE
243,FALSE
244,FALSE
245,FALSE
246,FALSE
247,FALSE
248,FALSE
249,FALSE
250,FALSE
251,FALSE
252,FALSE
253,FALSE
254,FALSE
255,FALSE
256,FALSE
257,FALSE
258,FALSE
259,FALSE
260,FALSE
261,FALSE
262,FALSE
263,FALSE
264,FALSE
265,FALSE
266,FALSE
267,FALSE
268,FALSE
269,FALSE
270,FALSE
271,FALSE
272,FALSE
273,FALSE
274,FALSE
275,FALSE
276,FALSE
277,FALSE
278,FALSE
279,FALSE
280,FALSE
281,FALSE
282,FALSE
283,FALSE
284,FALSE
285,FALSE
286,FALSE
287,FALSE
288,FALSE
289,FALSE
290,FALSE
291,FALSE
292,FALSE
293,FALSE
294,FALSE
295,FALSE
296,FALSE
297,FALSE
298,FALSE
299,FALSE
300,FALSE
301,FALSE
302,FALSE
303,FALSE
304,FALSE
305,FALSE
306,FALSE
307,FALSE
308,FALSE
309,FALSE
310,FALSE
311,FALSE
312,FALSE
313,FALSE
314,FALSE
315,FALSE
316,FALSE
317,FALSE
318,FALSE
319,FALSE
320,FALSE
321,FALSE
322,FALSE
323,FALSE
324,FALSE
325,FALSE
326,FALSE
327,FALSE
328,FALSE
329,FALSE
330,FALSE
331,FALSE
332,FALSE
333,FALSE
334,FALSE
335,FALSE
336,FALSE
337,FALSE
338,FALSE
339,FALSE
340,FALSE
341,FALSE
342,FALSE
343,FALSE
344,FALSE
345,FALSE
346,FALSE
347,FALSE
348,FALSE
349,FALSE
350,FALSE
351,FALSE
352,FALSE
353,FALSE
354,FALSE
355,FALSE
356,FALSE
357,FALSE
358,FALSE
359,FALSE
360,FALSE
361,FALSE
362,FALSE
363,FALSE
364,FALSE
365,FALSE
366,FALSE
367,FALSE
368,FALSE
369,FALSE
370,FALSE
371,FALSE
372,FALSE
373,FALSE
374,FALSE
375,FALSE
376,FALSE
377,FALSE
378,FALSE
379,FALSE
380,FALSE
381,FALSE
382,FALSE
383,FALSE
384,FALSE
385,FALSE
386,FALSE
387,FALSE
388,FALSE
389,FALSE
390,FALSE
391,FALSE
392,FALSE
393,FALSE
394,FALSE
395,FALSE
396,FALSE
397,FALSE
398,FALSE
399,FALSE
400,FALSE
401,FALSE
402,FALSE
403,FALSE
404,FALSE
405,FALSE
406,FALSE
407,FALSE
408,FALSE
409,FALSE
410,FALSE
411,FALSE
412,FALSE
413,FALSE
414,FALSE
415,FALSE
416,FALSE
417,FALSE
418,FALSE
419,FALSE
420,FALSE
421,FALSE
422,FALSE
423,FALSE
424,FALSE
425,FALSE
426,FALSE
427,FALSE
428,FALSE
429,FALSE
430,FALSE
431,FALSE
432,FALSE
433,FALSE
434,FALSE
435,FALSE
436,FALSE
437,FALSE
438,FALSE
439,FALSE
440,FALSE
441,FALSE
442,FALSE
443,FALSE
444,FALSE
445,FALSE
446,FALSE
447,FALSE
448,FALSE
449,FALSE
450,FALSE
451,FALSE
452,FALSE
453,FALSE
454,FALSE
455,FALSE
456,FALSE
457,FALSE
458,FALSE
459,FALSE
460,FALSE
461,FALSE
462,FALSE
463,FALSE
464,FALSE
465,FALSE
466,FALSE
467,FALSE
468,FALSE
469,FALSE
470,FALSE
471,FALSE
472,FALSE
473,FALSE
474,FALSE
475,FALSE
476,FALSE
477,FALSE
478,FALSE
479,FALSE
480,FALSE
481,FALSE
482,FALSE
483,FALSE
484,FALSE
485,FALSE
486,FALSE
487,FALSE
488,FALSE
489,FALSE
490,FALSE
491,FALSE
492,FALSE
493,FALSE
494,FALSE
495,FALSE
496,FALSE
497,FALSE
498,FALSE
499,FALSE
500,FALSE
501,FALSE
502,FALSE
503,FALSE
504,FALSE
505,FALSE
506,FALSE
507,FALSE
508,FALSE
509,FALSE
510,FALSE
511,FALSE
512,FALSE
513,FALSE
514,FALSE
515,FALSE
516,FALSE
517,FALSE
518,FALSE
519,FALSE
520,FALSE
521,FALSE
522,FALSE
523,FALSE
524,FALSE
525,FALSE
526,FALSE
527,FALSE
528,FALSE
529,FALSE
530,FALSE
531,FALSE
532,FALSE
533,FALSE
534,FALSE
535,FALSE
536,FALSE
537,FALSE
538,FALSE
539,FALSE
540,FALSE
541,FALSE
542,FALSE
543,FALSE
544,FALSE
545,FALSE
546,FALSE
547,FALSE
548,FALSE
549,FALSE
550,FALSE
551,FALSE
552,FALSE
553,FALSE
554,FALSE
555,FALSE
556,FALSE
557,FALSE
558,FALSE
559,FALSE
560,FALSE
561,FALSE
562,FALSE
563,FALSE
564,FALSE
565,FALSE
566,FALSE
567,FALSE
568,FALSE
569,FALSE
570,FALSE
571,FALSE
572,FALSE
573,FALSE
574,FALSE
575,FALSE
