Frame,Penting
2,FALSE
3,FALSE
4,FALSE
5,FALSE
6,FALSE
7,FALSE
8,FALSE
9,FALSE
10,FALSE
11,FALSE
12,FALSE
13,FALSE
14,FALSE
15,FALSE
16,FALSE
17,FALSE
18,FALSE
19,FALSE
20,FALSE
21,FALSE
22,FALSE
23,FALSE
24,FALSE
25,FALSE
26,FALSE
27,FALSE
28,FALSE
29,FALSE
30,FALSE
31,FALSE
32,FALSE
33,FALSE
34,FALSE
35,FALSE
36,FALSE
37,FALSE
38,FALSE
39,FALSE
40,FALSE
41,FALSE
42,FALSE
43,FALSE
44,FALSE
45,FALSE
46,FALSE
47,FALSE
48,FALSE
49,FALSE
50,FALSE
51,FALSE
52,FALSE
53,FALSE
54,FALSE
55,FALSE
56,FALSE
57,FALSE
58,FALSE
59,FALSE
60,FALSE
61,FALSE
62,FALSE
63,FALSE
64,FALSE
65,FALSE
66,FALSE
67,FALSE
68,FALSE
69,FALSE
70,FALSE
71,FALSE
72,FALSE
73,FALSE
74,FALSE
75,FALSE
76,FALSE
77,FALSE
78,FALSE
79,FALSE
80,FALSE
81,FALSE
82,FALSE
83,FALSE
84,FALSE
85,FALSE
86,FALSE
87,FALSE
88,FALSE
89,FALSE
90,FALSE
91,FALSE
92,FALSE
93,FALSE
94,FALSE
95,FALSE
96,FALSE
97,FALSE
98,FALSE
99,FALSE
100,FALSE
101,FALSE
102,FALSE
103,FALSE
104,FALSE
105,FALSE
106,FALSE
107,FALSE
108,FALSE
109,FALSE
110,FALSE
111,FALSE
112,TRUE
113,TRUE
114,TRUE
115,TRUE
116,TRUE
117,TRUE
118,TRUE
119,TRUE
120,TRUE
121,TRUE
122,TRUE
123,TRUE
124,TRUE
125,TRUE
126,TRUE
127,TRUE
128,TRUE
129,TRUE
130,TRUE
131,TRUE
132,TRUE
133,TRUE
134,TRUE
135,TRUE
136,TRUE
137,TRUE
138,TRUE
139,TRUE
140,TRUE
141,TRUE
142,TRUE
143,TRUE
144,TRUE
145,TRUE
146,TRUE
147,TRUE
148,TRUE
149,TRUE
150,TRUE
151,TRUE
152,TRUE
153,TRUE
154,TRUE
155,TRUE
156,TRUE
157,TRUE
158,TRUE
159,TRUE
160,TRUE
161,TRUE
162,TRUE
163,TRUE
164,TRUE
165,TRUE
166,TRUE
167,TRUE
168,TRUE
169,TRUE
170,TRUE
171,TRUE
172,TRUE
173,TRUE
174,TRUE
175,TRUE
176,TRUE
177,TRUE
178,TRUE
179,TRUE
180,TRUE
181,TRUE
182,TRUE
183,TRUE
184,TRUE
185,TRUE
186,TRUE
187,TRUE
188,TRUE
189,TRUE
190,TRUE
191,TRUE
192,TRUE
193,TRUE
194,TRUE
195,TRUE
196,TRUE
197,TRUE
198,TRUE
199,TRUE
200,TRUE
201,TRUE
202,TRUE
203,TRUE
204,TRUE
205,TRUE
206,TRUE
207,TRUE
208,TRUE
209,TRUE
210,TRUE
211,TRUE
212,TRUE
213,TRUE
214,TRUE
215,TRUE
216,TRUE
217,TRUE
218,TRUE
219,TRUE
220,TRUE
221,TRUE
222,TRUE
223,TRUE
224,TRUE
225,TRUE
226,TRUE
227,TRUE
228,TRUE
229,TRUE
230,TRUE
231,TRUE
232,TRUE
233,TRUE
234,TRUE
235,TRUE
236,TRUE
237,TRUE
238,TRUE
239,TRUE
240,TRUE
241,TRUE
242,TRUE
243,TRUE
244,TRUE
245,TRUE
246,TRUE
247,TRUE
248,TRUE
249,TRUE
250,TRUE
251,TRUE
252,TRUE
253,TRUE
254,TRUE
255,TRUE
256,TRUE
257,TRUE
258,TRUE
259,TRUE
260,TRUE
261,TRUE
262,TRUE
263,TRUE
264,TRUE
265,TRUE
266,TRUE
267,TRUE
268,TRUE
269,TRUE
270,TRUE
271,TRUE
272,TRUE
273,TRUE
274,TRUE
275,TRUE
276,TRUE
277,TRUE
278,TRUE
279,TRUE
280,TRUE
281,TRUE
282,TRUE
283,TRUE
284,TRUE
285,TRUE
286,TRUE
287,TRUE
288,TRUE
289,TRUE
290,TRUE
291,TRUE
292,TRUE
293,TRUE
294,TRUE
295,TRUE
296,TRUE
297,TRUE
298,TRUE
299,TRUE
300,TRUE
301,TRUE
302,TRUE
303,TRUE
304,TRUE
305,TRUE
306,TRUE
307,TRUE
308,TRUE
309,TRUE
310,TRUE
311,TRUE
312,TRUE
313,TRUE
314,TRUE
315,TRUE
316,TRUE
317,TRUE
318,TRUE
319,TRUE
320,TRUE
321,TRUE
322,TRUE
323,TRUE
324,TRUE
325,TRUE
326,TRUE
327,TRUE
328,TRUE
329,TRUE
330,TRUE
331,TRUE
332,TRUE
333,TRUE
334,TRUE
335,TRUE
336,TRUE
337,TRUE
338,TRUE
339,TRUE
340,TRUE
341,TRUE
342,TRUE
343,TRUE
344,TRUE
345,TRUE
346,TRUE
347,TRUE
348,TRUE
349,TRUE
350,TRUE
351,TRUE
352,TRUE
353,TRUE
354,TRUE
355,TRUE
356,TRUE
357,TRUE
358,TRUE
359,TRUE
360,TRUE
361,TRUE
362,TRUE
363,TRUE
364,TRUE
365,TRUE
366,TRUE
367,TRUE
368,TRUE
369,TRUE
370,TRUE
371,TRUE
372,TRUE
373,TRUE
374,TRUE
375,TRUE
376,TRUE
377,TRUE
378,TRUE
379,TRUE
380,TRUE
381,TRUE
382,TRUE
383,TRUE
384,TRUE
385,TRUE
386,TRUE
387,TRUE
388,TRUE
389,TRUE
390,TRUE
391,TRUE
392,TRUE
393,TRUE
394,TRUE
395,TRUE
396,TRUE
397,TRUE
398,TRUE
399,TRUE
400,TRUE
401,TRUE
402,TRUE
403,TRUE
404,TRUE
405,TRUE
406,TRUE
407,TRUE
408,TRUE
409,TRUE
410,TRUE
411,TRUE
412,TRUE
413,TRUE
414,TRUE
415,TRUE
416,TRUE
417,TRUE
418,TRUE
419,TRUE
420,TRUE
421,TRUE
422,TRUE
423,TRUE
424,TRUE
425,TRUE
426,TRUE
427,TRUE
428,TRUE
429,TRUE
430,TRUE
431,TRUE
432,TRUE
433,TRUE
434,TRUE
435,TRUE
436,TRUE
437,TRUE
438,TRUE
439,TRUE
440,TRUE
441,TRUE
442,TRUE
443,TRUE
444,TRUE
445,TRUE
446,TRUE
447,TRUE
448,TRUE
449,TRUE
450,TRUE
451,TRUE
452,TRUE
453,TRUE
454,TRUE
455,TRUE
456,TRUE
457,TRUE
458,TRUE
459,TRUE
460,FALSE
461,FALSE
462,FALSE
463,FALSE
464,FALSE
465,FALSE
466,FALSE
467,FALSE
468,FALSE
469,FALSE
470,FALSE
471,FALSE
472,FALSE
473,FALSE
474,FALSE
475,FALSE
476,FALSE
477,FALSE
478,FALSE
479,FALSE
480,FALSE
481,FALSE
482,FALSE
483,FALSE
484,FALSE
485,FALSE
486,FALSE
487,FALSE
488,FALSE
489,FALSE
490,FALSE
491,FALSE
492,FALSE
493,FALSE
494,FALSE
495,FALSE
496,FALSE
497,FALSE
498,FALSE
499,FALSE
500,FALSE
501,FALSE
502,FALSE
503,FALSE
504,FALSE
505,FALSE
506,FALSE
507,FALSE
508,FALSE
509,FALSE
510,FALSE
511,FALSE
512,FALSE
513,FALSE
514,FALSE
515,FALSE
516,FALSE
517,FALSE
518,FALSE
519,FALSE
520,FALSE
521,FALSE
522,FALSE
523,FALSE
524,FALSE
525,FALSE
526,FALSE
527,FALSE
528,FALSE
529,FALSE
530,FALSE
531,FALSE
532,FALSE
533,FALSE
534,FALSE
535,FALSE
536,FALSE
537,FALSE
538,FALSE
539,FALSE
540,FALSE
541,FALSE
542,FALSE
543,FALSE
544,FALSE
545,FALSE
546,FALSE
547,FALSE
548,FALSE
549,FALSE
550,FALSE
551,FALSE
552,FALSE
553,FALSE
554,FALSE
555,FALSE
556,FALSE
557,FALSE
558,FALSE
559,FALSE
560,FALSE
561,FALSE
562,FALSE
563,FALSE
564,FALSE
565,FALSE
566,FALSE
567,FALSE
568,FALSE
569,FALSE
570,FALSE
571,FALSE
572,FALSE
573,FALSE
574,FALSE
575,FALSE
